,variables
7006,card_Merch_num_zip_unique_count_for_card_Merchnum_0
7007,card_Merch_num_zip_unique_count_for_card_Merchnum_1
7008,card_Merch_num_zip_unique_count_for_card_Merchnum_3
7009,card_Merch_num_zip_unique_count_for_card_Merchnum_7
7010,card_Merch_num_zip_unique_count_for_card_Merchnum_14
7011,card_Merch_num_zip_unique_count_for_card_Merchnum_30
7012,card_Merch_num_zip_unique_count_for_card_Merchnum_60
7013,card_Merch_num_zip_unique_count_for_card_Merch_description_0
7014,card_Merch_num_zip_unique_count_for_card_Merch_description_1
7015,card_Merch_num_zip_unique_count_for_card_Merch_description_3
7016,card_Merch_num_zip_unique_count_for_card_Merch_description_7
7017,card_Merch_num_zip_unique_count_for_card_Merch_description_14
7018,card_Merch_num_zip_unique_count_for_card_Merch_description_30
7019,card_Merch_num_zip_unique_count_for_card_Merch_description_60
7020,card_Merch_num_zip_unique_count_for_card_Merch_state_0
7021,card_Merch_num_zip_unique_count_for_card_Merch_state_1
7022,card_Merch_num_zip_unique_count_for_card_Merch_state_3
7023,card_Merch_num_zip_unique_count_for_card_Merch_state_7
7024,card_Merch_num_zip_unique_count_for_card_Merch_state_14
7025,card_Merch_num_zip_unique_count_for_card_Merch_state_30
7026,card_Merch_num_zip_unique_count_for_card_Merch_state_60
7027,card_Merch_num_zip_unique_count_for_card_Merch_zip_0
7028,card_Merch_num_zip_unique_count_for_card_Merch_zip_1
7029,card_Merch_num_zip_unique_count_for_card_Merch_zip_3
7030,card_Merch_num_zip_unique_count_for_card_Merch_zip_7
7031,card_Merch_num_zip_unique_count_for_card_Merch_zip_14
7032,card_Merch_num_zip_unique_count_for_card_Merch_zip_30
7033,card_Merch_num_zip_unique_count_for_card_Merch_zip_60
7034,card_Merch_num_zip_unique_count_for_card_Merch_num_des_0
7035,card_Merch_num_zip_unique_count_for_card_Merch_num_des_1
7036,card_Merch_num_zip_unique_count_for_card_Merch_num_des_3
7037,card_Merch_num_zip_unique_count_for_card_Merch_num_des_7
7038,card_Merch_num_zip_unique_count_for_card_Merch_num_des_14
7039,card_Merch_num_zip_unique_count_for_card_Merch_num_des_30
7040,card_Merch_num_zip_unique_count_for_card_Merch_num_des_60
7041,card_Merch_num_zip_unique_count_for_card_Merch_num_state_0
7042,card_Merch_num_zip_unique_count_for_card_Merch_num_state_1
7043,card_Merch_num_zip_unique_count_for_card_Merch_num_state_3
7044,card_Merch_num_zip_unique_count_for_card_Merch_num_state_7
7045,card_Merch_num_zip_unique_count_for_card_Merch_num_state_14
7046,card_Merch_num_zip_unique_count_for_card_Merch_num_state_30
7047,card_Merch_num_zip_unique_count_for_card_Merch_num_state_60
7048,card_Merch_num_zip_unique_count_for_card_Merch_des_state_0
7049,card_Merch_num_zip_unique_count_for_card_Merch_des_state_1
7050,card_Merch_num_zip_unique_count_for_card_Merch_des_state_3
7051,card_Merch_num_zip_unique_count_for_card_Merch_des_state_7
7052,card_Merch_num_zip_unique_count_for_card_Merch_des_state_14
7053,card_Merch_num_zip_unique_count_for_card_Merch_des_state_30
7054,card_Merch_num_zip_unique_count_for_card_Merch_des_state_60
7055,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_0
7056,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_1
7057,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_3
7058,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_7
7059,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_14
7060,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_30
7061,card_Merch_num_zip_unique_count_for_card_Merch_des_zip_60
7062,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_0
7063,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_1
7064,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_3
7065,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_7
7066,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_14
7067,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_30
7068,card_Merch_num_zip_unique_count_for_card_Merch_state_zip_60
7069,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_0
7070,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_1
7071,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_3
7072,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_7
7073,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_14
7074,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_30
7075,card_Merch_num_zip_unique_count_for_card_Merch_num_des_state_60
7076,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_0
7077,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_1
7078,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_3
7079,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_7
7080,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_14
7081,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_30
7082,card_Merch_num_zip_unique_count_for_card_Merch_num_des_zip_60
7083,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_0
7084,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_1
7085,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_3
7086,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_7
7087,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_14
7088,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_30
7089,card_Merch_num_zip_unique_count_for_card_Merch_num_state_zip_60
7090,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_0
7091,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_1
7092,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_3
7093,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_7
7094,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_14
7095,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_30
7096,card_Merch_num_zip_unique_count_for_card_Merch_des_state_zip_60
7097,card_Merch_num_zip_unique_count_for_card_Merch_all_info_0
7098,card_Merch_num_zip_unique_count_for_card_Merch_all_info_1
7099,card_Merch_num_zip_unique_count_for_card_Merch_all_info_3
7100,card_Merch_num_zip_unique_count_for_card_Merch_all_info_7
7101,card_Merch_num_zip_unique_count_for_card_Merch_all_info_14
7102,card_Merch_num_zip_unique_count_for_card_Merch_all_info_30
7103,card_Merch_num_zip_unique_count_for_card_Merch_all_info_60
7104,card_Merch_des_state_unique_count_for_Cardnum_0
7105,card_Merch_des_state_unique_count_for_Cardnum_1
7106,card_Merch_des_state_unique_count_for_Cardnum_3
7107,card_Merch_des_state_unique_count_for_Cardnum_7
7108,card_Merch_des_state_unique_count_for_Cardnum_14
7109,card_Merch_des_state_unique_count_for_Cardnum_30
7110,card_Merch_des_state_unique_count_for_Cardnum_60
7111,card_Merch_des_state_unique_count_for_Merchnum_0
7112,card_Merch_des_state_unique_count_for_Merchnum_1
7113,card_Merch_des_state_unique_count_for_Merchnum_3
7114,card_Merch_des_state_unique_count_for_Merchnum_7
7115,card_Merch_des_state_unique_count_for_Merchnum_14
7116,card_Merch_des_state_unique_count_for_Merchnum_30
7117,card_Merch_des_state_unique_count_for_Merchnum_60
7118,card_Merch_des_state_unique_count_for_Merch_description_0
7119,card_Merch_des_state_unique_count_for_Merch_description_1
7120,card_Merch_des_state_unique_count_for_Merch_description_3
7121,card_Merch_des_state_unique_count_for_Merch_description_7
7122,card_Merch_des_state_unique_count_for_Merch_description_14
7123,card_Merch_des_state_unique_count_for_Merch_description_30
7124,card_Merch_des_state_unique_count_for_Merch_description_60
7125,card_Merch_des_state_unique_count_for_Merch_num_des_0
7126,card_Merch_des_state_unique_count_for_Merch_num_des_1
7127,card_Merch_des_state_unique_count_for_Merch_num_des_3
7128,card_Merch_des_state_unique_count_for_Merch_num_des_7
7129,card_Merch_des_state_unique_count_for_Merch_num_des_14
7130,card_Merch_des_state_unique_count_for_Merch_num_des_30
7131,card_Merch_des_state_unique_count_for_Merch_num_des_60
7132,card_Merch_des_state_unique_count_for_Merch_num_state_0
7133,card_Merch_des_state_unique_count_for_Merch_num_state_1
7134,card_Merch_des_state_unique_count_for_Merch_num_state_3
7135,card_Merch_des_state_unique_count_for_Merch_num_state_7
7136,card_Merch_des_state_unique_count_for_Merch_num_state_14
7137,card_Merch_des_state_unique_count_for_Merch_num_state_30
7138,card_Merch_des_state_unique_count_for_Merch_num_state_60
7139,card_Merch_des_state_unique_count_for_Merch_num_zip_0
7140,card_Merch_des_state_unique_count_for_Merch_num_zip_1
7141,card_Merch_des_state_unique_count_for_Merch_num_zip_3
7142,card_Merch_des_state_unique_count_for_Merch_num_zip_7
7143,card_Merch_des_state_unique_count_for_Merch_num_zip_14
7144,card_Merch_des_state_unique_count_for_Merch_num_zip_30
7145,card_Merch_des_state_unique_count_for_Merch_num_zip_60
7146,card_Merch_des_state_unique_count_for_Merch_des_state_0
7147,card_Merch_des_state_unique_count_for_Merch_des_state_1
7148,card_Merch_des_state_unique_count_for_Merch_des_state_3
7149,card_Merch_des_state_unique_count_for_Merch_des_state_7
7150,card_Merch_des_state_unique_count_for_Merch_des_state_14
7151,card_Merch_des_state_unique_count_for_Merch_des_state_30
7152,card_Merch_des_state_unique_count_for_Merch_des_state_60
7153,card_Merch_des_state_unique_count_for_Merch_des_zip_0
7154,card_Merch_des_state_unique_count_for_Merch_des_zip_1
7155,card_Merch_des_state_unique_count_for_Merch_des_zip_3
7156,card_Merch_des_state_unique_count_for_Merch_des_zip_7
7157,card_Merch_des_state_unique_count_for_Merch_des_zip_14
7158,card_Merch_des_state_unique_count_for_Merch_des_zip_30
7159,card_Merch_des_state_unique_count_for_Merch_des_zip_60
7160,card_Merch_des_state_unique_count_for_Merch_state_zip_0
7161,card_Merch_des_state_unique_count_for_Merch_state_zip_1
7162,card_Merch_des_state_unique_count_for_Merch_state_zip_3
7163,card_Merch_des_state_unique_count_for_Merch_state_zip_7
7164,card_Merch_des_state_unique_count_for_Merch_state_zip_14
7165,card_Merch_des_state_unique_count_for_Merch_state_zip_30
7166,card_Merch_des_state_unique_count_for_Merch_state_zip_60
7167,card_Merch_des_state_unique_count_for_Merch_num_des_state_0
7168,card_Merch_des_state_unique_count_for_Merch_num_des_state_1
7169,card_Merch_des_state_unique_count_for_Merch_num_des_state_3
7170,card_Merch_des_state_unique_count_for_Merch_num_des_state_7
7171,card_Merch_des_state_unique_count_for_Merch_num_des_state_14
7172,card_Merch_des_state_unique_count_for_Merch_num_des_state_30
7173,card_Merch_des_state_unique_count_for_Merch_num_des_state_60
7174,card_Merch_des_state_unique_count_for_Merch_num_des_zip_0
7175,card_Merch_des_state_unique_count_for_Merch_num_des_zip_1
7176,card_Merch_des_state_unique_count_for_Merch_num_des_zip_3
7177,card_Merch_des_state_unique_count_for_Merch_num_des_zip_7
7178,card_Merch_des_state_unique_count_for_Merch_num_des_zip_14
7179,card_Merch_des_state_unique_count_for_Merch_num_des_zip_30
7180,card_Merch_des_state_unique_count_for_Merch_num_des_zip_60
7181,card_Merch_des_state_unique_count_for_Merch_num_state_zip_0
7182,card_Merch_des_state_unique_count_for_Merch_num_state_zip_1
7183,card_Merch_des_state_unique_count_for_Merch_num_state_zip_3
7184,card_Merch_des_state_unique_count_for_Merch_num_state_zip_7
7185,card_Merch_des_state_unique_count_for_Merch_num_state_zip_14
7186,card_Merch_des_state_unique_count_for_Merch_num_state_zip_30
7187,card_Merch_des_state_unique_count_for_Merch_num_state_zip_60
7188,card_Merch_des_state_unique_count_for_Merch_des_state_zip_0
7189,card_Merch_des_state_unique_count_for_Merch_des_state_zip_1
7190,card_Merch_des_state_unique_count_for_Merch_des_state_zip_3
7191,card_Merch_des_state_unique_count_for_Merch_des_state_zip_7
7192,card_Merch_des_state_unique_count_for_Merch_des_state_zip_14
7193,card_Merch_des_state_unique_count_for_Merch_des_state_zip_30
7194,card_Merch_des_state_unique_count_for_Merch_des_state_zip_60
7195,card_Merch_des_state_unique_count_for_Merch_all_info_0
7196,card_Merch_des_state_unique_count_for_Merch_all_info_1
7197,card_Merch_des_state_unique_count_for_Merch_all_info_3
7198,card_Merch_des_state_unique_count_for_Merch_all_info_7
7199,card_Merch_des_state_unique_count_for_Merch_all_info_14
7200,card_Merch_des_state_unique_count_for_Merch_all_info_30
7201,card_Merch_des_state_unique_count_for_Merch_all_info_60
7202,card_Merch_des_state_unique_count_for_card_Merchnum_0
7203,card_Merch_des_state_unique_count_for_card_Merchnum_1
7204,card_Merch_des_state_unique_count_for_card_Merchnum_3
7205,card_Merch_des_state_unique_count_for_card_Merchnum_7
7206,card_Merch_des_state_unique_count_for_card_Merchnum_14
7207,card_Merch_des_state_unique_count_for_card_Merchnum_30
7208,card_Merch_des_state_unique_count_for_card_Merchnum_60
7209,card_Merch_des_state_unique_count_for_card_Merch_description_0
7210,card_Merch_des_state_unique_count_for_card_Merch_description_1
7211,card_Merch_des_state_unique_count_for_card_Merch_description_3
7212,card_Merch_des_state_unique_count_for_card_Merch_description_7
7213,card_Merch_des_state_unique_count_for_card_Merch_description_14
7214,card_Merch_des_state_unique_count_for_card_Merch_description_30
7215,card_Merch_des_state_unique_count_for_card_Merch_description_60
7216,card_Merch_des_state_unique_count_for_card_Merch_state_0
7217,card_Merch_des_state_unique_count_for_card_Merch_state_1
7218,card_Merch_des_state_unique_count_for_card_Merch_state_3
7219,card_Merch_des_state_unique_count_for_card_Merch_state_7
7220,card_Merch_des_state_unique_count_for_card_Merch_state_14
7221,card_Merch_des_state_unique_count_for_card_Merch_state_30
7222,card_Merch_des_state_unique_count_for_card_Merch_state_60
7223,card_Merch_des_state_unique_count_for_card_Merch_zip_0
7224,card_Merch_des_state_unique_count_for_card_Merch_zip_1
7225,card_Merch_des_state_unique_count_for_card_Merch_zip_3
7226,card_Merch_des_state_unique_count_for_card_Merch_zip_7
7227,card_Merch_des_state_unique_count_for_card_Merch_zip_14
7228,card_Merch_des_state_unique_count_for_card_Merch_zip_30
7229,card_Merch_des_state_unique_count_for_card_Merch_zip_60
7230,card_Merch_des_state_unique_count_for_card_Merch_num_des_0
7231,card_Merch_des_state_unique_count_for_card_Merch_num_des_1
7232,card_Merch_des_state_unique_count_for_card_Merch_num_des_3
7233,card_Merch_des_state_unique_count_for_card_Merch_num_des_7
7234,card_Merch_des_state_unique_count_for_card_Merch_num_des_14
7235,card_Merch_des_state_unique_count_for_card_Merch_num_des_30
7236,card_Merch_des_state_unique_count_for_card_Merch_num_des_60
7237,card_Merch_des_state_unique_count_for_card_Merch_num_state_0
7238,card_Merch_des_state_unique_count_for_card_Merch_num_state_1
7239,card_Merch_des_state_unique_count_for_card_Merch_num_state_3
7240,card_Merch_des_state_unique_count_for_card_Merch_num_state_7
7241,card_Merch_des_state_unique_count_for_card_Merch_num_state_14
7242,card_Merch_des_state_unique_count_for_card_Merch_num_state_30
7243,card_Merch_des_state_unique_count_for_card_Merch_num_state_60
7244,card_Merch_des_state_unique_count_for_card_Merch_num_zip_0
7245,card_Merch_des_state_unique_count_for_card_Merch_num_zip_1
7246,card_Merch_des_state_unique_count_for_card_Merch_num_zip_3
7247,card_Merch_des_state_unique_count_for_card_Merch_num_zip_7
7248,card_Merch_des_state_unique_count_for_card_Merch_num_zip_14
7249,card_Merch_des_state_unique_count_for_card_Merch_num_zip_30
7250,card_Merch_des_state_unique_count_for_card_Merch_num_zip_60
7251,card_Merch_des_state_unique_count_for_card_Merch_des_zip_0
7252,card_Merch_des_state_unique_count_for_card_Merch_des_zip_1
7253,card_Merch_des_state_unique_count_for_card_Merch_des_zip_3
7254,card_Merch_des_state_unique_count_for_card_Merch_des_zip_7
7255,card_Merch_des_state_unique_count_for_card_Merch_des_zip_14
7256,card_Merch_des_state_unique_count_for_card_Merch_des_zip_30
7257,card_Merch_des_state_unique_count_for_card_Merch_des_zip_60
7258,card_Merch_des_state_unique_count_for_card_Merch_state_zip_0
7259,card_Merch_des_state_unique_count_for_card_Merch_state_zip_1
7260,card_Merch_des_state_unique_count_for_card_Merch_state_zip_3
7261,card_Merch_des_state_unique_count_for_card_Merch_state_zip_7
7262,card_Merch_des_state_unique_count_for_card_Merch_state_zip_14
7263,card_Merch_des_state_unique_count_for_card_Merch_state_zip_30
7264,card_Merch_des_state_unique_count_for_card_Merch_state_zip_60
7265,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_0
7266,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_1
7267,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_3
7268,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_7
7269,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_14
7270,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_30
7271,card_Merch_des_state_unique_count_for_card_Merch_num_des_state_60
7272,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_0
7273,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_1
7274,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_3
7275,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_7
7276,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_14
7277,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_30
7278,card_Merch_des_state_unique_count_for_card_Merch_num_des_zip_60
7279,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_0
7280,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_1
7281,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_3
7282,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_7
7283,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_14
7284,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_30
7285,card_Merch_des_state_unique_count_for_card_Merch_num_state_zip_60
7286,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_0
7287,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_1
7288,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_3
7289,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_7
7290,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_14
7291,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_30
7292,card_Merch_des_state_unique_count_for_card_Merch_des_state_zip_60
7293,card_Merch_des_state_unique_count_for_card_Merch_all_info_0
7294,card_Merch_des_state_unique_count_for_card_Merch_all_info_1
7295,card_Merch_des_state_unique_count_for_card_Merch_all_info_3
7296,card_Merch_des_state_unique_count_for_card_Merch_all_info_7
7297,card_Merch_des_state_unique_count_for_card_Merch_all_info_14
7298,card_Merch_des_state_unique_count_for_card_Merch_all_info_30
7299,card_Merch_des_state_unique_count_for_card_Merch_all_info_60
7300,card_Merch_des_zip_unique_count_for_Cardnum_0
7301,card_Merch_des_zip_unique_count_for_Cardnum_1
7302,card_Merch_des_zip_unique_count_for_Cardnum_3
7303,card_Merch_des_zip_unique_count_for_Cardnum_7
7304,card_Merch_des_zip_unique_count_for_Cardnum_14
7305,card_Merch_des_zip_unique_count_for_Cardnum_30
7306,card_Merch_des_zip_unique_count_for_Cardnum_60
7307,card_Merch_des_zip_unique_count_for_Merchnum_0
7308,card_Merch_des_zip_unique_count_for_Merchnum_1
7309,card_Merch_des_zip_unique_count_for_Merchnum_3
7310,card_Merch_des_zip_unique_count_for_Merchnum_7
7311,card_Merch_des_zip_unique_count_for_Merchnum_14
7312,card_Merch_des_zip_unique_count_for_Merchnum_30
7313,card_Merch_des_zip_unique_count_for_Merchnum_60
7314,card_Merch_des_zip_unique_count_for_Merch_description_0
7315,card_Merch_des_zip_unique_count_for_Merch_description_1
7316,card_Merch_des_zip_unique_count_for_Merch_description_3
7317,card_Merch_des_zip_unique_count_for_Merch_description_7
7318,card_Merch_des_zip_unique_count_for_Merch_description_14
7319,card_Merch_des_zip_unique_count_for_Merch_description_30
7320,card_Merch_des_zip_unique_count_for_Merch_description_60
7321,card_Merch_des_zip_unique_count_for_Merch_num_des_0
7322,card_Merch_des_zip_unique_count_for_Merch_num_des_1
7323,card_Merch_des_zip_unique_count_for_Merch_num_des_3
7324,card_Merch_des_zip_unique_count_for_Merch_num_des_7
7325,card_Merch_des_zip_unique_count_for_Merch_num_des_14
7326,card_Merch_des_zip_unique_count_for_Merch_num_des_30
7327,card_Merch_des_zip_unique_count_for_Merch_num_des_60
7328,card_Merch_des_zip_unique_count_for_Merch_num_state_0
7329,card_Merch_des_zip_unique_count_for_Merch_num_state_1
7330,card_Merch_des_zip_unique_count_for_Merch_num_state_3
7331,card_Merch_des_zip_unique_count_for_Merch_num_state_7
7332,card_Merch_des_zip_unique_count_for_Merch_num_state_14
7333,card_Merch_des_zip_unique_count_for_Merch_num_state_30
7334,card_Merch_des_zip_unique_count_for_Merch_num_state_60
7335,card_Merch_des_zip_unique_count_for_Merch_num_zip_0
7336,card_Merch_des_zip_unique_count_for_Merch_num_zip_1
7337,card_Merch_des_zip_unique_count_for_Merch_num_zip_3
7338,card_Merch_des_zip_unique_count_for_Merch_num_zip_7
7339,card_Merch_des_zip_unique_count_for_Merch_num_zip_14
7340,card_Merch_des_zip_unique_count_for_Merch_num_zip_30
7341,card_Merch_des_zip_unique_count_for_Merch_num_zip_60
7342,card_Merch_des_zip_unique_count_for_Merch_des_state_0
7343,card_Merch_des_zip_unique_count_for_Merch_des_state_1
7344,card_Merch_des_zip_unique_count_for_Merch_des_state_3
7345,card_Merch_des_zip_unique_count_for_Merch_des_state_7
7346,card_Merch_des_zip_unique_count_for_Merch_des_state_14
7347,card_Merch_des_zip_unique_count_for_Merch_des_state_30
7348,card_Merch_des_zip_unique_count_for_Merch_des_state_60
7349,card_Merch_des_zip_unique_count_for_Merch_des_zip_0
7350,card_Merch_des_zip_unique_count_for_Merch_des_zip_1
7351,card_Merch_des_zip_unique_count_for_Merch_des_zip_3
7352,card_Merch_des_zip_unique_count_for_Merch_des_zip_7
7353,card_Merch_des_zip_unique_count_for_Merch_des_zip_14
7354,card_Merch_des_zip_unique_count_for_Merch_des_zip_30
7355,card_Merch_des_zip_unique_count_for_Merch_des_zip_60
7356,card_Merch_des_zip_unique_count_for_Merch_state_zip_0
7357,card_Merch_des_zip_unique_count_for_Merch_state_zip_1
7358,card_Merch_des_zip_unique_count_for_Merch_state_zip_3
7359,card_Merch_des_zip_unique_count_for_Merch_state_zip_7
7360,card_Merch_des_zip_unique_count_for_Merch_state_zip_14
7361,card_Merch_des_zip_unique_count_for_Merch_state_zip_30
7362,card_Merch_des_zip_unique_count_for_Merch_state_zip_60
7363,card_Merch_des_zip_unique_count_for_Merch_num_des_state_0
7364,card_Merch_des_zip_unique_count_for_Merch_num_des_state_1
7365,card_Merch_des_zip_unique_count_for_Merch_num_des_state_3
7366,card_Merch_des_zip_unique_count_for_Merch_num_des_state_7
7367,card_Merch_des_zip_unique_count_for_Merch_num_des_state_14
7368,card_Merch_des_zip_unique_count_for_Merch_num_des_state_30
7369,card_Merch_des_zip_unique_count_for_Merch_num_des_state_60
7370,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_0
7371,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_1
7372,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_3
7373,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_7
7374,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_14
7375,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_30
7376,card_Merch_des_zip_unique_count_for_Merch_num_des_zip_60
7377,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_0
7378,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_1
7379,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_3
7380,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_7
7381,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_14
7382,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_30
7383,card_Merch_des_zip_unique_count_for_Merch_num_state_zip_60
7384,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_0
7385,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_1
7386,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_3
7387,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_7
7388,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_14
7389,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_30
7390,card_Merch_des_zip_unique_count_for_Merch_des_state_zip_60
7391,card_Merch_des_zip_unique_count_for_Merch_all_info_0
7392,card_Merch_des_zip_unique_count_for_Merch_all_info_1
7393,card_Merch_des_zip_unique_count_for_Merch_all_info_3
7394,card_Merch_des_zip_unique_count_for_Merch_all_info_7
7395,card_Merch_des_zip_unique_count_for_Merch_all_info_14
7396,card_Merch_des_zip_unique_count_for_Merch_all_info_30
7397,card_Merch_des_zip_unique_count_for_Merch_all_info_60
7398,card_Merch_des_zip_unique_count_for_card_Merchnum_0
7399,card_Merch_des_zip_unique_count_for_card_Merchnum_1
7400,card_Merch_des_zip_unique_count_for_card_Merchnum_3
7401,card_Merch_des_zip_unique_count_for_card_Merchnum_7
7402,card_Merch_des_zip_unique_count_for_card_Merchnum_14
7403,card_Merch_des_zip_unique_count_for_card_Merchnum_30
7404,card_Merch_des_zip_unique_count_for_card_Merchnum_60
7405,card_Merch_des_zip_unique_count_for_card_Merch_description_0
7406,card_Merch_des_zip_unique_count_for_card_Merch_description_1
7407,card_Merch_des_zip_unique_count_for_card_Merch_description_3
7408,card_Merch_des_zip_unique_count_for_card_Merch_description_7
7409,card_Merch_des_zip_unique_count_for_card_Merch_description_14
7410,card_Merch_des_zip_unique_count_for_card_Merch_description_30
7411,card_Merch_des_zip_unique_count_for_card_Merch_description_60
7412,card_Merch_des_zip_unique_count_for_card_Merch_state_0
7413,card_Merch_des_zip_unique_count_for_card_Merch_state_1
7414,card_Merch_des_zip_unique_count_for_card_Merch_state_3
7415,card_Merch_des_zip_unique_count_for_card_Merch_state_7
7416,card_Merch_des_zip_unique_count_for_card_Merch_state_14
7417,card_Merch_des_zip_unique_count_for_card_Merch_state_30
7418,card_Merch_des_zip_unique_count_for_card_Merch_state_60
7419,card_Merch_des_zip_unique_count_for_card_Merch_zip_0
7420,card_Merch_des_zip_unique_count_for_card_Merch_zip_1
7421,card_Merch_des_zip_unique_count_for_card_Merch_zip_3
7422,card_Merch_des_zip_unique_count_for_card_Merch_zip_7
7423,card_Merch_des_zip_unique_count_for_card_Merch_zip_14
7424,card_Merch_des_zip_unique_count_for_card_Merch_zip_30
7425,card_Merch_des_zip_unique_count_for_card_Merch_zip_60
7426,card_Merch_des_zip_unique_count_for_card_Merch_num_des_0
7427,card_Merch_des_zip_unique_count_for_card_Merch_num_des_1
7428,card_Merch_des_zip_unique_count_for_card_Merch_num_des_3
7429,card_Merch_des_zip_unique_count_for_card_Merch_num_des_7
7430,card_Merch_des_zip_unique_count_for_card_Merch_num_des_14
7431,card_Merch_des_zip_unique_count_for_card_Merch_num_des_30
7432,card_Merch_des_zip_unique_count_for_card_Merch_num_des_60
7433,card_Merch_des_zip_unique_count_for_card_Merch_num_state_0
7434,card_Merch_des_zip_unique_count_for_card_Merch_num_state_1
7435,card_Merch_des_zip_unique_count_for_card_Merch_num_state_3
7436,card_Merch_des_zip_unique_count_for_card_Merch_num_state_7
7437,card_Merch_des_zip_unique_count_for_card_Merch_num_state_14
7438,card_Merch_des_zip_unique_count_for_card_Merch_num_state_30
7439,card_Merch_des_zip_unique_count_for_card_Merch_num_state_60
7440,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_0
7441,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_1
7442,card_Merch_des_zip_unique_count_for_card_Merch_num_zip_3
